interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
STAT3	IL2RB	P40763	P14784
STAT3	SP1	P40763	P08047
STAT3	KDM1A	P40763	O60341
STAT3	NR3C1	P40763	P04150
STAT3	ATF4	P40763	P18848
STAT3	ATF3	P40763	P18847
STAT3	IRAK1	P40763	P51617
STAT3	FOXP3	P40763	Q9BZS1
STAT3	HDAC1	P40763	Q13547
STAT3	HNRNPM	P40763	P52272
STAT3	CSF2RB	P40763	P32927
STAT3	KHDRBS1	P40763	Q07666
STAT3	RB1	P40763	P06400
STAT3	RAC1	P40763	P63000
IQCB1	PSMB5	Q15051	P28074
IQCB1	MYH9	Q15051	P35579
IQCB1	FLNA	Q15051	P21333
IQCB1	PSMB6	Q15051	P28072
IQCB1	HNRNPF	Q15051	P52597
THOC6	THOC5	Q86W42	Q13769
THOC6	THOC3	Q86W42	Q96J01
TAF1L	TBP	Q8IZX4	P20226
NR1H2	HDAC4	P55055	P56524
NR1H2	RXRG	P55055	P48443
NR1H2	NCOR2	P55055	Q9Y618
NR1H2	NR0B2	P55055	Q15466
NR1H2	RARA	P55055	P10276
NR1H2	NR1H2	P55055	P55055
NR1H2	NCOA6	P55055	Q14686
CCR5	MYH9	P51681	P35579
CCR5	LCK	P51681	P06239
CCR5	CCL8	P51681	P80075
CCR5	STAT5B	P51681	P51692
CCR5	CCR2	P51681	P41597
CCR5	CCL13	P51681	Q99616
CCR5	STAT1	P51681	P42224
CCR5	CCL26	P51681	Q9Y258
CCR5	CCL4	P51681	P13236
FCGRT	FCGRT	P55899	P55899
FCGRT	B2M	P55899	P61769
RYBP	SKP1	Q8N488	P63208
HSPA4L	TAB1	O95757	Q15750
SAP30	ING2	O75446	Q9H160
ILF3	EIF2AK2	Q12906	P19525
ILF3	DHX9	Q12906	Q08211
ILF3	HNRNPC	Q12906	P07910
CXCR2	GNA15	P25025	P30679
CXCR2	CXCL8	P25025	P10145
CXCR2	CXCL6	P25025	P80162
CXCR2	ADRA1A	P25025	P35348
RCHY1	BRCA1	Q96PM5	P38398
RCHY1	AR	Q96PM5	P10275
RCHY1	CDKN1B	Q96PM5	P46527
RCHY1	MDM4	Q96PM5	O15151
RCHY1	ATN1	Q96PM5	P54259
CDC37L1	CDC37	Q7L3B6	Q16543
TIAM1	PRKCZ	Q13009	Q05513
TIAM1	TIAM1	Q13009	Q13009
TIAM1	RAC1	Q13009	P63000
TIAM1	KSR1	Q13009	Q8IVT5
PSMD1	APC	Q99460	P25054
PSMD1	PSMD2	Q99460	Q13200
TUBA1A	NFKBIA	Q71U36	P25963
TUBA1A	CAD	Q71U36	P27708
TUBA1A	ESR1	Q71U36	P03372
TUBA1A	DHX9	Q71U36	Q08211
TUBA1A	HSPA6	Q71U36	P17066
TUBA1A	CCT8	Q71U36	P50990
TUBA1A	LGALS3BP	Q71U36	Q08380
TUBA1A	MAP3K3	Q71U36	Q99759
TUBA1A	FLNA	Q71U36	P21333
TUBA1A	DNAJB6	Q71U36	O75190
TUBA1A	LTA	Q71U36	P01374
HIST1H1A	CCNB1	-	P14635
HIST1H1A	CDK6	-	Q00534
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS8	-	P62241
RPL9;RPL9P7;RPL9P8;RPL9P9	RPL5	-	P46777
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS3	-	P23396
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS20	-	P60866
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS3A	-	P61247
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS7	-	P62081
RPL9;RPL9P7;RPL9P8;RPL9P9	RPL7A	-	P62424
RPL9;RPL9P7;RPL9P8;RPL9P9	RPL18	-	Q07020
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS13	-	P62277
RPL9;RPL9P7;RPL9P8;RPL9P9	RPL23	-	P62829
RPL9;RPL9P7;RPL9P8;RPL9P9	RPL4	-	P36578
RPL9;RPL9P7;RPL9P8;RPL9P9	MAP3K14	-	Q99558
RPL9;RPL9P7;RPL9P8;RPL9P9	RPL7	-	P18124
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS15A	-	P62244
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS23	-	P62266
RPL9;RPL9P7;RPL9P8;RPL9P9	RPS24	-	P62847
STK39	GSN	Q9UEW8	P06396
STK39	PRKCQ	Q9UEW8	Q04759
UBLCP1	PSMD2	Q8WVY7	Q13200
XRCC5	KAT2A	P13010	Q92830
XRCC5	RARA	P13010	P10276
XRCC5	AR	P13010	P10275
XRCC5	WRN	P13010	Q14191
XRCC5	DHX9	P13010	Q08211
XRCC5	VAV1	P13010	P15498
XRCC5	ATR	P13010	Q13535
XRCC5	PCNA	P13010	P12004
XRCC5	NCOA6	P13010	Q14686
XRCC5	MDC1	P13010	Q14676
XRCC5	CEBPA	P13010	P49715
XRCC5	HUWE1	P13010	Q7Z6Z7
XRCC5	BRCA1	P13010	P38398
NUP98	AHCTF1	P52948	Q8WYP5
NUP98	RAE1	P52948	P78406
NUP98	TNPO2	P52948	O14787
NUP98	NUP98	P52948	P52948
IRF3	TRIM25	Q14653	Q14258
IRF3	IKBKB	Q14653	O14920
IRF3	MYD88	Q14653	Q99836
IRF3	TICAM2	Q14653	Q86XR7
ACKR2	CCL8	O00590	P80075
ACKR2	CCL4	O00590	P13236
ACKR2	CCL5	O00590	P13501
ACKR2	CCL13	O00590	Q99616
EIF2S1	CAD	P05198	P27708
EIF2S1	PRKCD	P05198	Q05655
EIF2S1	EIF2AK2	P05198	P19525
EIF2S1	RPL7A	P05198	P62424
EIF2S1	EIF5	P05198	P55010
STAT6	STAT6	P42226	P42226
STAT6	PPARG	P42226	P37231
STAT6	TBK1	P42226	Q9UHD2
STAT6	CEBPB	P42226	P17676
CXCL8	CEBPB	P10145	P17676
CXCL8	MMP8	P10145	P22894
CXCL8	CCL5	P10145	P13501
CXCL8	CCL4	P10145	P13236
CXCL8	CXCL8	P10145	P10145
CXCL8	MMP1	P10145	P03956
CXCL8	PF4	P10145	P02776
CXCL8	RPS3	P10145	P23396
CD19	VAV1	P15391	P15498
CD19	CR2	P15391	P20023
CD19	CD79A	P15391	P11912
CD19	GRB2	P15391	P62993
CAMK2A	NOS3	Q9UQM7	P29474
CAMK2A	RAF1	Q9UQM7	P04049
CSNK1A1	RHOJ	P48729	Q9H4E5
CSNK1A1	APC	P48729	P25054
CSNK1A1	DVL2	P48729	O14641
CSNK1A1	MDM4	P48729	O15151
CSNK1A1	IKBKB	P48729	O14920
CANX	CLTC	P27824	Q00610
CANX	HUWE1	P27824	Q7Z6Z7
CANX	PDIA3	P27824	P30101
PIN1	SP1	Q13526	P08047
PIN1	CDK9	Q13526	P50750
PIN1	SGK1	Q13526	O00141
PIN1	CCNB1	Q13526	P14635
PIN1	RAF1	Q13526	P04049
PRKDC	PARP1	P78527	P09874
PRKDC	PCNA	P78527	P12004
PRKDC	MDC1	P78527	Q14676
PRKDC	BRCA1	P78527	P38398
PRKDC	WRN	P78527	Q14191
PRKDC	IKBKB	P78527	O14920
PRKDC	SIRT6	P78527	Q8N6T7
PRKDC	PRKCD	P78527	Q05655
PRKDC	RARA	P78527	P10276
PRKDC	SP1	P78527	P08047
PRKDC	AKT1	P78527	P31749
PRKDC	NCOA6	P78527	Q14686
PRKDC	KAT2A	P78527	Q92830
PRKDC	CHEK2	P78527	O96017
PRKDC	MAP3K3	P78527	Q99759
PRKDC	GRB2	P78527	P62993
PRKDC	NR3C1	P78527	P04150
PRKDC	HNRNPC	P78527	P07910
PRKDC	TNFRSF1B	P78527	P20333
PRKDC	UBE2I	P78527	P63279
PRKDC	DHX9	P78527	Q08211
PRKDC	TRADD	P78527	Q15628
PRKDC	AR	P78527	P10275
PRKDC	ESR1	P78527	P03372
CFLAR	IKBKB	O15519	O14920
CFLAR	MAP3K14	O15519	Q99558
CFLAR	CASP2	O15519	P42575
CFLAR	RIPK2	O15519	O43353
CFLAR	TRAF2	O15519	Q12933
CFLAR	EIF3F	O15519	O00303
CFLAR	CASP7	O15519	P55210
CFLAR	TRAF3	O15519	Q13114
CFLAR	TRAF1	O15519	Q13077
CFLAR	CASP8	O15519	Q14790
CFLAR	RAF1	O15519	P04049
COIL	CSNK2B	P38432	P67870
COIL	SNRPB	P38432	P14678
HNF4A	NCOA6	P41235	Q14686
HNF4A	NR3C1	P41235	P04150
HNF4A	NCOR2	P41235	Q9Y618
HNF4A	NR0B2	P41235	Q15466
HNF4A	SMAD4	P41235	Q13485
HNF4A	AR	P41235	P10275
HNF4A	SP1	P41235	P08047
HNF4A	NR1I3	P41235	Q14994
HNF4A	HDAC3	P41235	O15379
HNF4A	FOXO1	P41235	Q12778
UNK	TOMM70	Q9C0B0	O94826
UNK	RPS3	Q9C0B0	P23396
UNK	TNPO3	Q9C0B0	Q9Y5L0
UNK	KDM1A	Q9C0B0	O60341
RYR2	ITPR1	Q92736	Q14643
RYR2	RYR2	Q92736	Q92736
DVL2	RHOA	O14641	P61586
DVL2	APC	O14641	P25054
DVL2	RAC1	O14641	P63000
DVL2	CSNK1D	O14641	P48730
DVL2	PLK1	O14641	P53350
DVL2	GRB2	O14641	P62993
UBE2E1	PRKN	P51965	O60260
UBE2E1	TOPORS	P51965	Q9NS56
UBE2E1	UBE2E1	P51965	P51965
UBE2E1	ARIH2	P51965	O95376
UBE2E1	STUB1	P51965	Q9UNE7
UBE2E1	IPO11	P51965	Q9UI26
UBE2E1	UBE2I	P51965	P63279
ARPC5	ACTR2	O15511	P61160
YBX1	SNRPD2	P67809	P62316
YBX1	HNRNPC	P67809	P07910
YBX1	RPS23	P67809	P62266
YBX1	SKP1	P67809	P63208
YBX1	CDC20	P67809	Q12834
YBX1	RPS8	P67809	P62241
YBX1	TRIM25	P67809	Q14258
YBX1	HNRNPF	P67809	P52597
YBX1	RPS24	P67809	P62847
YBX1	MAP3K14	P67809	Q99558
YBX1	DHX9	P67809	Q08211
YBX1	SNRPB	P67809	P14678
YBX1	AKT1	P67809	P31749
YBX1	ESR1	P67809	P03372
YBX1	BRCA1	P67809	P38398
YBX1	DDX21	P67809	Q9NR30
YBX1	APEX1	P67809	P27695
EIF3F	TSC1	O00303	Q92574
EIF3F	EIF3J	O00303	O75822
GLMN	SKP1	Q92990	P63208
CIR1	NCOR2	Q86X95	Q9Y618
CIR1	SNW1	Q86X95	Q13573
TAF10	MED26	Q12962	O95402
TAF10	TAF5L	Q12962	O75529
TAF10	TAF7	Q12962	Q15545
TAF10	TAF10	Q12962	Q12962
TAF10	KAT2A	Q12962	Q92830
SNCA	PLK1	P37840	P53350
SNCA	GRK5	P37840	P34947
SNCA	STUB1	P37840	Q9UNE7
SNCA	CSNK1D	P37840	P48730
SNCA	GRK2	P37840	P25098
SNCA	PRKN	P37840	O60260
IPO13	NPSR1	O94829	Q6W5P4
CCNB2	CCNE2	O95067	O96020
CCNB2	TGFBR2	O95067	P37173
CCNB2	CCNB1	O95067	P14635
CCNB2	CKS1B	O95067	P61024
CCNB2	CDKN1B	O95067	P46527
TNPO3	TNPO1	Q9Y5L0	Q92973
TNPO3	NXF1	Q9Y5L0	Q9UBU9
TBK1	ESR1	Q9UHD2	P03372
TBK1	REL	Q9UHD2	Q04864
TBK1	LGALS3BP	Q9UHD2	Q08380
TBK1	TRAF1	Q9UHD2	Q13077
TBK1	RPS8	Q9UHD2	P62241
TBK1	CCT8	Q9UHD2	P50990
TBK1	HNRNPM	Q9UHD2	P52272
TBK1	MAP3K14	Q9UHD2	Q99558
TBK1	IKBKB	Q9UHD2	O14920
TBK1	CASP8	Q9UHD2	Q14790
TBK1	RPL7	Q9UHD2	P18124
TBK1	SKP1	Q9UHD2	P63208
TBK1	TRAF3	Q9UHD2	Q13114
TBK1	IRF5	Q9UHD2	Q13568
TBK1	TRAF2	Q9UHD2	Q12933
TBK1	CDC37	Q9UHD2	Q16543
SKP1	FBXO31	P63208	Q5XUX0
SKP1	CKS1B	P63208	P61024
SKP1	APC	P63208	P25054
HNRNPM	RPL7	P52272	P18124
HNRNPM	RPS8	P52272	P62241
HNRNPM	HNRNPF	P52272	P52597
HNRNPM	RPS24	P52272	P62847
HNRNPM	TANK	P52272	Q92844
HNRNPM	DHX9	P52272	Q08211
HNRNPM	CDC37	P52272	Q16543
HNRNPM	RPS15A	P52272	P62244
HNRNPM	TNPO1	P52272	Q92973
HNRNPM	SF3A1	P52272	Q15459
HNRNPM	RPL7A	P52272	P62424
HNRNPM	MAP3K14	P52272	Q99558
SNRPD2	CRNKL1	P62316	Q9BZJ0
SNRPD2	LSM2	P62316	Q9Y333
SNRPD2	SNRNP40	P62316	Q96DI7
SNRPD2	SNRPD2	P62316	P62316
SNRPD2	GEMIN2	P62316	O14893
ABAT	ABAT	P80404	P80404
S100B	VAV1	P04271	P15498
S100B	S100A6	P04271	P06703
S100B	IQGAP1	P04271	P46940
IGBP1	CCT8	P78318	P50990
IGBP1	PPP2CB	P78318	P62714
PF4	CCL5	P02776	P13501
TOMM22	TOMM70	Q9NS69	O94826
PSMB6	PSMD2	P28072	Q13200
TDG	SMAD4	Q13569	Q13485
TDG	AR	Q13569	P10275
TDG	ESR1	Q13569	P03372
TDG	NR3C1	Q13569	P04150
TDG	PCNA	Q13569	P12004
TDG	TRIM25	Q13569	Q14258
TDG	UBE2I	Q13569	P63279
STAT1	IRAK1	P42224	P51617
STAT1	FLNA	P42224	P21333
STAT1	HDAC3	P42224	O15379
STAT1	LCK	P42224	P06239
STAT1	PPARG	P42224	P37231
STAT1	ATF3	P42224	P18847
STAT1	IRF2	P42224	P14316
STAT1	HDAC1	P42224	Q13547
STAT1	AKT1	P42224	P31749
STAT1	PTPN11	P42224	Q06124
STAT1	RAC1	P42224	P63000
STAT1	ESR1	P42224	P03372
STAT1	CSF2RB	P42224	P32927
STAT1	MAPK1	P42224	P28482
STAT1	KIT	P42224	P10721
STAT1	EIF2AK2	P42224	P19525
STAT1	STAT5B	P42224	P51692
STAT1	HDAC4	P42224	P56524
STAT1	KDR	P42224	P35968
STAT1	SMAD4	P42224	Q13485
STAT1	IL2RB	P42224	P14784
STAT1	TRADD	P42224	Q15628
STAT1	BRCA1	P42224	P38398
NXF1	RAE1	Q9UBU9	P78406
NXF1	HNRNPC	Q9UBU9	P07910
NXF1	AHCTF1	Q9UBU9	Q8WYP5
NXF1	TNPO2	Q9UBU9	O14787
NXF1	SRSF7	Q9UBU9	Q16629
NXF1	SP1	Q9UBU9	P08047
NXF1	NUP214	Q9UBU9	P35658
NXF1	NXT1	Q9UBU9	Q9UKK6
NXF1	DHX9	Q9UBU9	Q08211
ACIN1	SNW1	Q9UKV3	Q13573
ACIN1	SF3A1	Q9UKV3	Q15459
ACIN1	CASP8	Q9UKV3	Q14790
RPL18	RPL7A	Q07020	P62424
RPL18	MAP3K14	Q07020	Q99558
RPL18	RPS24	Q07020	P62847
RPL18	RPS15A	Q07020	P62244
RPL18	RPS20	Q07020	P60866
RPL18	RPS8	Q07020	P62241
RPL18	RPL5	Q07020	P46777
RPL18	RPL4	Q07020	P36578
RPL18	RPS7	Q07020	P62081
RPL18	RPL7	Q07020	P18124
RPL18	RPS13	Q07020	P62277
RPL18	RPS3	Q07020	P23396
RPL18	RPL23	Q07020	P62829
PSMD4	UBE2C	P55036	O00762
PSMD4	CAD	P55036	P27708
PSMD4	STUB1	P55036	Q9UNE7
PSMD4	PSMB5	P55036	P28074
PSMD4	UBQLN2	P55036	Q9UHD9
PSMD4	PSMD2	P55036	Q13200
PSMD4	PRKN	P55036	O60260
RASA1	GAB1	P20936	Q13480
RASA1	RAB5A	P20936	P20339
RASA1	AURKB	P20936	Q96GD4
RASA1	KIT	P20936	P10721
RASA1	ZAP70	P20936	P43403
RASA1	RAP1A	P20936	P62834
RASA1	KDR	P20936	P35968
RASA1	AR	P20936	P10275
RASA1	KHDRBS1	P20936	Q07666
RASA1	ABI1	P20936	Q8IZP0
RASA1	LCK	P20936	P06239
RASA1	GRB2	P20936	P62993
RASA1	RASA1	P20936	P20936
SOCS5	KIT	O75159	P10721
SOCS5	ALK	O75159	Q9UM73
RPL7	RPS8	P18124	P62241
RPL7	RPS7	P18124	P62081
RPL7	RPL4	P18124	P36578
RPL7	RPS15A	P18124	P62244
RPL7	RPS24	P18124	P62847
RPL7	RPL7A	P18124	P62424
RPL7	RPS3	P18124	P23396
RPL7	MAP3K14	P18124	Q99558
CCNE2	CKS1B	O96020	P61024
CCNE2	RBL2	O96020	Q08999
CDC20	CKS1B	Q12834	P61024
CDC20	UBE2C	Q12834	O00762
LCK	GRB2	P06239	P62993
LCK	VAV1	P06239	P15498
LCK	TEK	P06239	Q02763
LCK	CSF2RB	P06239	P32927
LCK	KHDRBS1	P06239	Q07666
LCK	GAB1	P06239	Q13480
LCK	PRKCD	P06239	Q05655
LCK	KIT	P06239	P10721
LCK	PAK2	P06239	Q13177
LCK	PTPN11	P06239	Q06124
LCK	NR3C1	P06239	P04150
LCK	IL2RB	P06239	P14784
LCK	PRKCQ	P06239	Q04759
LCK	CD79A	P06239	P11912
LCK	LCK	P06239	P06239
LCK	ABI1	P06239	Q8IZP0
LCK	SH3KBP1	P06239	Q96B97
LCK	GAB2	P06239	Q9UQC2
LCK	ZAP70	P06239	P43403
LCK	AR	P06239	P10275
LCK	MAPK1	P06239	P28482
LCK	NFKBIA	P06239	P25963
LCK	PECAM1	P06239	P16284
LCK	G3BP1	P06239	Q13283
LCK	RAF1	P06239	P04049
LCK	ESR1	P06239	P03372
LCK	EZR	P06239	P15311
PPP2R2B	PPP2R2D	Q00005	Q66LE6
PPP2R2B	CCT8	Q00005	P50990
PPP2R2B	PPP2CB	Q00005	P62714
PPP2R2B	RAF1	Q00005	P04049
ZAP70	VAV1	P43403	P15498
ZAP70	GRB2	P43403	P62993
ZAP70	KIT	P43403	P10721
ZAP70	CBLC	P43403	Q9ULV8
ZAP70	SLA2	P43403	Q9H6Q3
ZAP70	ZAP70	P43403	P43403
ZAP70	GAB2	P43403	Q9UQC2
KPNA5	CDKN1B	O15131	P46527
CKS1B	PSMD9	P61024	O00233
CKS1B	CCNB1	P61024	P14635
CKS1B	CCNA2	P61024	P20248
CKS1B	CCNE1	P61024	P24864
CKS1B	CDKN1B	P61024	P46527
CLTC	MAP3K3	Q00610	Q99759
CLTC	IKBKB	Q00610	O14920
CLTC	TANK	Q00610	Q92844
CLTC	NR3C1	Q00610	P04150
CLTC	TRADD	Q00610	Q15628
CLTC	REL	Q00610	Q04864
CLTC	MAP3K8	Q00610	P41279
CLTC	ITSN1	Q00610	Q15811
CLTC	TRAF2	Q00610	Q12933
CLTC	SH3KBP1	Q00610	Q96B97
CLTC	TNFRSF1B	Q00610	P20333
CLTC	GRB2	Q00610	P62993
CLTC	NFKBIA	Q00610	P25963
CLTC	TAB2	Q00610	Q9NYJ8
UBQLN1	UBE2C	Q9UMX0	O00762
UBQLN1	PSMD2	Q9UMX0	Q13200
UBQLN1	ATXN3	Q9UMX0	P54252
UBQLN1	UBQLN2	Q9UMX0	Q9UHD9
CCL13	MMP1	Q99616	P03956
CCL13	CCR2	Q99616	P41597
TGFBR2	SMAD4	P37173	Q13485
TRIM25	STUB1	Q14258	Q9UNE7
TRIM25	CEBPB	Q14258	P17676
TRIM25	SMAD4	Q14258	Q13485
TRIM25	ESR1	Q14258	P03372
TRIM25	MAPK1	Q14258	P28482
TRIM25	BRCA1	Q14258	P38398
TRIM25	SFN	Q14258	P31947
TRIM25	RBM39	Q14258	Q14498
XIAP	CASP10	P98170	Q92851
XIAP	CASP7	P98170	P55210
XIAP	SEPT4	P98170	-
XIAP	TRAF2	P98170	Q12933
XIAP	TAB1	P98170	Q15750
XIAP	BRCA1	P98170	P38398
XIAP	CASP8	P98170	Q14790
XIAP	HNRNPC	P98170	P07910
XIAP	RIPK2	P98170	O43353
XIAP	TAB2	P98170	Q9NYJ8
XIAP	XIAP	P98170	P98170
XIAP	AKT1	P98170	P31749
XIAP	MAP3K3	P98170	Q99759
XIAP	RAF1	P98170	P04049
XIAP	STUB1	P98170	Q9UNE7
XIAP	UBE2I	P98170	P63279
TAF7	HSF1	Q15545	Q00613
MECP2	SP1	P51608	P08047
MECP2	HDAC3	P51608	O15379
MECP2	HDAC1	P51608	Q13547
MECP2	PPARG	P51608	P37231
MECP2	SMARCA2	P51608	P51531
MECP2	SMARCB1	P51608	Q12824
RIPK2	CASP8	O43353	Q14790
RIPK2	PYCARD	O43353	Q9ULZ3
RIPK2	CASP1	O43353	P29466
RIPK2	TRAF3	O43353	Q13114
RIPK2	HSPA2	O43353	P54652
RIPK2	TRAF4	O43353	Q9BUZ4
RIPK2	TAB2	O43353	Q9NYJ8
RIPK2	TAB1	O43353	Q15750
RIPK2	VIM	O43353	P08670
RIPK2	HSPA6	O43353	P17066
RIPK2	MYH9	O43353	P35579
RIPK2	IRAK1	O43353	P51617
RIPK2	TRAF2	O43353	Q12933
RIPK2	RAF1	O43353	P04049
RIPK2	ACTG1	O43353	P63261
RIPK2	CD40	O43353	P25942
RIPK2	TRAF1	O43353	Q13077
KHDRBS1	MAPK1	Q07666	P28482
KHDRBS1	KHDRBS3	Q07666	O75525
KHDRBS1	SH3KBP1	Q07666	Q96B97
DDA1	DTL	Q9BW61	Q9NZJ0
DDA1	DET1	Q9BW61	Q7L5Y6
DDA1	COPS3	Q9BW61	Q9UNS2
DDA1	DCAF1	Q9BW61	Q9Y4B6
VAV1	ABI1	P15498	Q8IZP0
VAV1	GAB1	P15498	Q13480
VAV1	AR	P15498	P10275
VAV1	PRKCQ	P15498	Q04759
VAV1	RHOA	P15498	P61586
VAV1	RAC1	P15498	P63000
VAV1	NFKBIA	P15498	P25963
TEK	AKT1	Q02763	P31749
TEK	PTPN11	Q02763	Q06124
TEK	GRB2	Q02763	P62993
GAB2	INPP5D	Q9UQC2	Q92835
GAB2	SFN	Q9UQC2	P31947
GAB2	PTPN11	Q9UQC2	Q06124
FOXO3	BRCA1	O43524	P38398
FOXO3	IKBKB	O43524	O14920
FOXO3	FOXM1	O43524	Q08050
FOXO3	ESR1	O43524	P03372
FOXO3	AKT1	O43524	P31749
FOXO3	SMAD4	O43524	Q13485
FOXO3	FOXO3	O43524	O43524
FOXO3	SGK1	O43524	O00141
GRK5	ARRB1	P34947	P49407
PTPN11	GAB1	Q06124	Q13480
PTPN11	KIT	Q06124	P10721
PTPN11	STAT5B	Q06124	P51692
PTPN11	INPP5D	Q06124	Q92835
PTPN11	CSF2RB	Q06124	P32927
PTPN11	AR	Q06124	P10275
PTPN11	ITGB3	Q06124	P05106
PTPN11	GRB2	Q06124	P62993
PTPN11	PTPN11	Q06124	Q06124
PTPN11	KDR	Q06124	P35968
PTPN11	FGFR2	Q06124	P21802
PTPN11	PECAM1	Q06124	P16284
PTPN11	TYK2	Q06124	P29597
PTPN11	RFWD2	Q06124	-
NR1I3	NR0B2	Q14994	Q15466
NR1I3	NR1I3	Q14994	Q14994
PPARG	RB1	P37231	P06400
PPARG	NCOA6	P37231	Q14686
PPARG	RXRG	P37231	P48443
PPARG	NR0B2	P37231	Q15466
PPARG	HDAC3	P37231	O15379
PPARG	HDAC4	P37231	P56524
PPARG	SP1	P37231	P08047
AURKB	DTL	Q96GD4	Q9NZJ0
AURKB	HDAC3	Q96GD4	O15379
SH3KBP1	TRADD	Q96B97	Q15628
SH3KBP1	RAF1	Q96B97	P04049
SH3KBP1	SH3KBP1	Q96B97	Q96B97
SH3KBP1	INPP5D	Q96B97	Q92835
SH3KBP1	GRB2	Q96B97	P62993
SH3KBP1	ASAP2	Q96B97	O43150
SH3KBP1	UBC	Q96B97	P0CG48
SH3KBP1	KIT	Q96B97	P10721
SH3KBP1	ITSN1	Q96B97	Q15811
SH3KBP1	PAK2	Q96B97	Q13177
SH3KBP1	PAK1	Q96B97	Q13153
SH3KBP1	SH3GLB1	Q96B97	Q9Y371
TEC	KIT	P42680	P10721
TEC	GRB2	P42680	P62993
TEC	TEC	P42680	P42680
TRAF4	TRAF2	Q9BUZ4	Q12933
REL	CD40	Q04864	P25942
REL	REL	Q04864	Q04864
REL	MAP3K14	Q04864	Q99558
REL	SP1	Q04864	P08047
REL	MAP3K8	Q04864	P41279
REL	ACTG1	Q04864	P63261
REL	HSPA6	Q04864	P17066
REL	IKBKB	Q04864	O14920
REL	CEBPB	Q04864	P17676
MAPK1	BRCA1	P28482	P38398
MAPK1	PRKCD	P28482	Q05655
MAPK1	ALK	P28482	Q9UM73
MAPK1	HSF1	P28482	Q00613
MAPK1	ESR1	P28482	P03372
MAPK1	STAT5B	P28482	P51692
MAPK1	HDAC4	P28482	P56524
MAPK1	SP1	P28482	P08047
MAPK1	PAK1	P28482	Q13153
MAPK1	MAP3K3	P28482	Q99759
MAPK1	CASP8	P28482	Q14790
MAPK1	CEBPB	P28482	P17676
MAPK1	SMAD4	P28482	Q13485
MAPK1	PRKCZ	P28482	Q05513
MAPK1	CHEK2	P28482	O96017
MAPK1	JUND	P28482	P17535
MAPK1	CCND1	P28482	P24385
MAPK1	GAB1	P28482	Q13480
MAPK1	BCL2	P28482	P10415
MAPK1	NR3C1	P28482	P04150
MAPK1	CAD	P28482	P27708
MAPK1	RB1	P28482	P06400
MAPK1	PRKN	P28482	O60260
MAPK1	GRB2	P28482	P62993
MAPK1	IQGAP1	P28482	P46940
MAPK1	KSR1	P28482	Q8IVT5
MAPK1	PAK2	P28482	Q13177
MAPK1	RPTOR	P28482	Q8N122
MAPK1	RAF1	P28482	P04049
MAPK1	MITF	P28482	O75030
MAPK1	AR	P28482	P10275
PSMD2	EPRS	Q13200	-
PSMD2	GNB1	Q13200	P62873
PSMD2	STIP1	Q13200	P31948
ACTL6A	SMARCC1	O96019	Q92922
ACTL6A	KAT2A	O96019	Q92830
ACTL6A	EWSR1	O96019	Q01844
ACTL6A	SMARCB1	O96019	Q12824
KIT	GRB2	P10721	P62993
KIT	SLA2	P10721	Q9H6Q3
KIT	STAT5B	P10721	P51692
KIT	CSF2RB	P10721	P32927
KIT	PRKCB	P10721	P05771
PTGES2	CEBPB	Q9H7Z7	P17676
CD40	TAB2	P25942	Q9NYJ8
CD40	IKBKB	P25942	O14920
CD40	TRAF2	P25942	Q12933
CD40	MAP3K8	P25942	P41279
ARHGAP26	ARHGAP10	Q9UNA1	A1A4S6
ARHGAP26	RHOA	Q9UNA1	P61586
MAP3K8	MAP3K14	P41279	Q99558
MAP3K8	MAP3K8	P41279	P41279
MAP3K8	CDC37	P41279	Q16543
MAP3K8	AKT1	P41279	P31749
MAP3K8	TRAF2	P41279	Q12933
MAP3K8	LGALS3BP	P41279	Q08380
MAP3K8	TAB2	P41279	Q9NYJ8
CAD	MAP3K3	P27708	Q99759
CAD	MAP3K14	P27708	Q99558
CAD	CCT8	P27708	P50990
CAD	ACTG1	P27708	P63261
CAD	RPS3	P27708	P23396
CAD	TRADD	P27708	Q15628
CAD	TRAF2	P27708	Q12933
CAD	TAB2	P27708	Q9NYJ8
CAD	TNFRSF1B	P27708	P20333
CAD	EPRS	P27708	-
TICAM2	TICAM2	Q86XR7	Q86XR7
TICAM2	IRAK1	Q86XR7	P51617
TICAM2	MYD88	Q86XR7	Q99836
NR3C1	STUB1	P04150	Q9UNE7
NR3C1	RARA	P04150	P10276
NR3C1	NCOA6	P04150	Q14686
NR3C1	CEBPA	P04150	P49715
NR3C1	SMARCC1	P04150	Q92922
NR3C1	STIP1	P04150	P31948
NR3C1	STAT5B	P04150	P51692
NR3C1	AR	P04150	P10275
NR3C1	PTGES3	P04150	Q15185
NR3C1	RAF1	P04150	P04049
NR3C1	SFN	P04150	P31947
NR3C1	AKT1	P04150	P31749
SET	TBP	Q01105	P20226
